513f320cfdc9f0358700e030,513cc3acfdc9f035870016c3,left
50f60b90beb2fed910000085,513d6debfdc9f0358700521f,left
513d6a38fdc9f035870049cb,513e6b98fdc9f0358700c055,left
513da088fdc9f035870089c5,513d7bbefdc9f03587006c7c,right
513d7971fdc9f035870064d4,513d7eeafdc9f035870074e2,left
50f5eb1cfdc9f065f0007fa8,50f43bb0fdc9f065f0003356,right
513d79d4fdc9f0358700660c,51421ac1fdc9f0492600839e,right
513f2a7afdc9f0358700d543,51413978fdc9f04926005495,right
51408930fdc9f0358700e478,5140d591fdc9f049260034f9,left
514140cafdc9f0492600610d,514147abfdc9f04926006ae4,right
50f4347cfdc9f065f0002877,513f2c7dfdc9f0358700d89e,left
50f42bbbfdc9f065f00016e8,50f42ddffdc9f065f0002264,right
50f42bbbfdc9f065f00016e8,50f42ddffdc9f065f0002264,right
5185d0c6fdc9f03fd5001053,5140cb12fdc9f04926002a38,equal
514219aefdc9f04926008276,51413883fdc9f04926005230,right
514219aefdc9f04926008276,51413883fdc9f04926005230,right
50f563fbfdc9f065f0005f89,5140da71fdc9f04926003dcb,left
50f563fbfdc9f065f0005f89,5140da71fdc9f04926003dcb,left
5140b840fdc9f04926001be5,513d793efdc9f03587006436,left
5140b840fdc9f04926001be5,513d793efdc9f03587006436,left
50f44865fdc9f065f0003f92,514229f1fdc9f049260088bc,left
50f44865fdc9f065f0003f92,514229f1fdc9f049260088bc,left
513e7048fdc9f0358700c6b2,50f433c3fdc9f065f0002643,left
513e7048fdc9f0358700c6b2,50f433c3fdc9f065f0002643,left
513d6c85fdc9f03587004fb3,513d6be0fdc9f03587004e1c,right
513d6c85fdc9f03587004fb3,513d6be0fdc9f03587004e1c,right
51414ffafdc9f04926007c1f,513f2a33fdc9f0358700d4d1,equal
5140db7bfdc9f04926003ee5,50f44505fdc9f065f00033b2,left
5140db7bfdc9f04926003ee5,50f44505fdc9f065f00033b2,left
50f5e76bfdc9f065f000717e,513da039fdc9f0358700890d,right
50f5e76bfdc9f065f000717e,513da039fdc9f0358700890d,right
513f2b1efdc9f0358700d64e,513e65cbfdc9f0358700b9fd,left
513f2b1efdc9f0358700d64e,513e65cbfdc9f0358700b9fd,left
514219bffdc9f0492600828a,50f4349afdc9f065f0002a38,left
514219bffdc9f0492600828a,50f4349afdc9f065f0002a38,left
5140cadafdc9f0492600297c,514141f6fdc9f04926006243,right
5140cadafdc9f0492600297c,514141f6fdc9f04926006243,right
513d322bfdc9f0358700287f,513d7e6afdc9f035870073d4,equal
513e1c03fdc9f03587009614,513d684dfdc9f03587004311,left
513e1c03fdc9f03587009614,513d684dfdc9f03587004311,left
513cbcd2fdc9f0358700101d,513d7eb8fdc9f03587007473,equal
51414593fdc9f04926006616,5139285e818ede12960010fc,equal
50f4349afdc9f065f0002a3d,513d9c89fdc9f03587007d91,left
50f4349afdc9f065f0002a3d,513d9c89fdc9f03587007d91,left
50f5e58efdc9f065f0006a0f,513f1339fdc9f0358700caa2,right
50f5e58efdc9f065f0006a0f,513f1339fdc9f0358700caa2,right
51409489fdc9f049260008ac,513cc602fdc9f035870018ee,equal
513d6c43fdc9f03587004f15,514218e9fdc9f049260081b1,right
513d6c43fdc9f03587004f15,514218e9fdc9f049260081b1,right
50f60878beb2fed6f800054f,513e6426fdc9f0358700b7b9,left
50f60878beb2fed6f800054f,513e6426fdc9f0358700b7b9,left
513e1fecfdc9f0358700a078,513cbf07fdc9f03587001228,right
513e1fecfdc9f0358700a078,513cbf07fdc9f03587001228,right
513e6209fdc9f0358700b634,514228cefdc9f049260087c8,left
513e6209fdc9f0358700b634,514228cefdc9f049260087c8,left
513da0eafdc9f03587008a56,513d7b31fdc9f03587006a9f,equal
50f5e872fdc9f065f00072d3,513e2007fdc9f0358700a0c0,right
50f5e872fdc9f065f00072d3,513e2007fdc9f0358700a0c0,right
5140941efdc9f04926000847,513e5e5bfdc9f0358700b04a,equal
51408974fdc9f0358700e502,513e6ad9fdc9f0358700bf5f,equal
514134dbfdc9f049260047eb,5140941cfdc9f04926000845,left
514134dbfdc9f049260047eb,5140941cfdc9f04926000845,left
50f5e8fefdc9f065f00075f3,50f5eb45fdc9f065f0008167,left
50f5e8fefdc9f065f00075f3,50f5eb45fdc9f065f0008167,left
514091d0fdc9f049260005ae,513d6967fdc9f035870046fa,right
514091d0fdc9f049260005ae,513d6967fdc9f035870046fa,right
50f5eb19fdc9f065f0007f82,513e6a4dfdc9f0358700be98,left
50f5eb19fdc9f065f0007f82,513e6a4dfdc9f0358700be98,left
513d7b62fdc9f03587006b4e,51408bcffdc9f0358700e9e4,right
513d7b62fdc9f03587006b4e,51408bcffdc9f0358700e9e4,right
513d7cdafdc9f03587007025,5185d0b3fdc9f03fd5001046,left
513d7cdafdc9f03587007025,5185d0b3fdc9f03fd5001046,left
513d9d1bfdc9f03587007f74,51413741fdc9f04926004e58,left
513d9d1bfdc9f03587007f74,51413741fdc9f04926004e58,left
